slug,path,h1,title,category,brand,source
"macbook-pro-16-m1-pro","/รับซื้อ-macbook-pro-16-m1-pro-ขอนแก่น/","รับซื้อ MacBook Pro 16 M1 Pro ขอนแก่น","รับซื้อ MacBook Pro 16 M1 Pro ขอนแก่น เช็ก RAM SSD จอ XDR และแบต | WINNER IT","macbook","","https://support.apple.com/th-th/111901"
"macbook-pro-14-m3","/รับซื้อ-macbook-pro-14-m3-ขอนแก่น/","รับซื้อ MacBook Pro 14 M3 ขอนแก่น","รับซื้อ MacBook Pro 14 M3 ขอนแก่น เช็ก RAM SSD จอ XDR แบต | WINNER IT","macbook","","https://support.apple.com/th-th/117735"
"macbook-pro-16-m4-pro","/รับซื้อ-macbook-pro-16-m4-pro-ขอนแก่น/","รับซื้อ MacBook Pro 16 M4 Pro ขอนแก่น","รับซื้อ MacBook Pro 16 M4 Pro ขอนแก่น เช็ก RAM SSD จอ XDR และประกัน | WINNER IT","macbook","","https://support.apple.com/th-th/121554"
"iphone-12","/รับซื้อ-iphone-12-ขอนแก่น/","รับซื้อ iPhone 12 ขอนแก่น","รับซื้อ iPhone 12 ขอนแก่น เช็ก 64/128/256GB แบต จอและอะไหล่ | WINNER IT","iphone","","https://support.apple.com/th-th/111876"
"iphone-12-pro-max","/รับซื้อ-iphone-12-pro-max-ขอนแก่น/","รับซื้อ iPhone 12 Pro Max ขอนแก่น","รับซื้อ iPhone 12 Pro Max ขอนแก่น เช็ก 128-512GB แบต จอและกล้อง | WINNER IT","iphone","","https://support.apple.com/th-th/111874"
"iphone-14-pro","/รับซื้อ-iphone-14-pro-ขอนแก่น/","รับซื้อ iPhone 14 Pro ขอนแก่น","รับซื้อ iPhone 14 Pro ขอนแก่น เช็ก 128GB-1TB แบต จอ ProMotion | WINNER IT","iphone","","https://support.apple.com/th-th/111849"
"iphone-15","/รับซื้อ-iphone-15-ขอนแก่น/","รับซื้อ iPhone 15 ขอนแก่น","รับซื้อ iPhone 15 ขอนแก่น เช็ก 128/256/512GB แบต USB-C และจอ | WINNER IT","iphone","","https://support.apple.com/th-th/111831"
"iphone-16-pro","/รับซื้อ-iphone-16-pro-ขอนแก่น/","รับซื้อ iPhone 16 Pro ขอนแก่น","รับซื้อ iPhone 16 Pro ขอนแก่น เช็กความจุ แบต จอ 6.3 นิ้วและกล้อง | WINNER IT","iphone","","https://support.apple.com/th-th/121031"
"ipad-gen-9","/รับซื้อ-ipad-gen-9-ขอนแก่น/","รับซื้อ iPad Gen 9 ขอนแก่น","รับซื้อ iPad Gen 9 ขอนแก่น เช็ก 64/256GB Wi-Fi Cellular แบตและจอ | WINNER IT","ipad-tablet","","https://support.apple.com/en-asia/111898"
"ipad-air-4","/รับซื้อ-ipad-air-4-ขอนแก่น/","รับซื้อ iPad Air 4 ขอนแก่น","รับซื้อ iPad Air 4 ขอนแก่น เช็ก 64/256GB Wi-Fi Cellular จอและ Touch ID | WINNER IT","ipad-tablet","","https://support.apple.com/en-us/111905"
"ipad-mini-6","/รับซื้อ-ipad-mini-6-ขอนแก่น/","รับซื้อ iPad mini 6 ขอนแก่น","รับซื้อ iPad mini 6 ขอนแก่น เช็ก 64/256GB Wi-Fi Cellular จอและ USB-C | WINNER IT","ipad-tablet","","https://support.apple.com/en-us/111886"
"rtx-3060","/รับซื้อ-rtx-3060-ขอนแก่น/","รับซื้อ GeForce RTX 3060 ขอนแก่น","รับซื้อ GeForce RTX 3060 ขอนแก่น เช็ก 12GB/8GB ประกัน พัดลมและผลเทส | WINNER IT","gpu","","https://www.nvidia.com/th-th/geforce/graphics-cards/30-series/rtx-3060-3060ti/"
"rtx-4070","/รับซื้อ-rtx-4070-ขอนแก่น/","รับซื้อ GeForce RTX 4070 ขอนแก่น","รับซื้อ GeForce RTX 4070 ขอนแก่น 12GB เช็กประกัน พัดลมและผลเทส | WINNER IT","gpu","","https://www.nvidia.com/th-th/geforce/graphics-cards/40-series/rtx-4070-family/"
"rtx-5060-ti","/รับซื้อ-rtx-5060-ti-ขอนแก่น/","รับซื้อ GeForce RTX 5060 Ti ขอนแก่น","รับซื้อ GeForce RTX 5060 Ti ขอนแก่น 8GB/16GB GDDR7 เช็กประกัน | WINNER IT","gpu","","https://www.nvidia.com/th-th/geforce/graphics-cards/50-series/rtx-5060-family/"
