slug,path,title,h1,lifecycle,manufacturer_source
iphone-13-pro-max,/รับซื้อ-iphone-13-pro-max-ขอนแก่น/,รับซื้อ iPhone 13 Pro Max ขอนแก่น 128GB ถึง 1TB เช็กแบตและจอ | WINNER IT,รับซื้อ iPhone 13 Pro Max ขอนแก่น,INDEX,https://support.apple.com/en-us/111870
iphone-14-pro-max,/รับซื้อ-iphone-14-pro-max-ขอนแก่น/,รับซื้อ iPhone 14 Pro Max ขอนแก่น 128GB ถึง 1TB เช็กแบต จอ Face ID | WINNER IT,รับซื้อ iPhone 14 Pro Max ขอนแก่น,INDEX,https://support.apple.com/en-us/111846
iphone-15-pro,/รับซื้อ-iphone-15-pro-ขอนแก่น/,รับซื้อ iPhone 15 Pro ขอนแก่น 128GB ถึง 1TB Titanium USB-C | WINNER IT,รับซื้อ iPhone 15 Pro ขอนแก่น,INDEX,https://support.apple.com/en-asia/111829
ipad-a16,/รับซื้อ-ipad-a16-ขอนแก่น/,รับซื้อ iPad A16 ขอนแก่น 128 256 512GB Wi‑Fi Cellular | WINNER IT,รับซื้อ iPad A16 ขอนแก่น,INDEX,https://support.apple.com/th-th/122240
ipad-air-m2-11,/รับซื้อ-ipad-air-m2-11-ขอนแก่น/,รับซื้อ iPad Air M2 11 นิ้ว ขอนแก่น Wi‑Fi Cellular 128GB ถึง 1TB | WINNER IT,รับซื้อ iPad Air M2 11-inch ขอนแก่น,INDEX,https://support.apple.com/en-au/119894
ipad-pro-m2-11,/รับซื้อ-ipad-pro-m2-11-ขอนแก่น/,รับซื้อ iPad Pro M2 11 นิ้ว ขอนแก่น Wi‑Fi Cellular Face ID | WINNER IT,รับซื้อ iPad Pro M2 11-inch ขอนแก่น,INDEX,https://support.apple.com/en-ph/111842
ipad-pro-m4-11,/รับซื้อ-ipad-pro-m4-11-ขอนแก่น/,รับซื้อ iPad Pro M4 11 นิ้ว ขอนแก่น OLED 256GB ถึง 2TB | WINNER IT,รับซื้อ iPad Pro M4 11-inch ขอนแก่น,INDEX,https://support.apple.com/en-sg/119892
rtx-4060,/รับซื้อ-rtx-4060-ขอนแก่น/,รับซื้อ RTX 4060 ขอนแก่น 8GB เช็กประกัน พัดลมและประวัติใช้งาน | WINNER IT,รับซื้อ GeForce RTX 4060 ขอนแก่น,INDEX,https://www.nvidia.com/th-th/geforce/graphics-cards/40-series/rtx-4060-4060ti/
rtx-4070-super,/รับซื้อ-rtx-4070-super-ขอนแก่น/,รับซื้อ RTX 4070 SUPER ขอนแก่น 12GB เช็กประกันและสภาพ | WINNER IT,รับซื้อ GeForce RTX 4070 SUPER ขอนแก่น,INDEX,https://www.nvidia.com/th-th/geforce/graphics-cards/40-series/rtx-4070-family/
rtx-5070,/รับซื้อ-rtx-5070-ขอนแก่น/,รับซื้อ RTX 5070 ขอนแก่น 12GB GDDR7 ประกันเหลือ | WINNER IT,รับซื้อ GeForce RTX 5070 ขอนแก่น,INDEX,https://www.nvidia.com/th-th/geforce/graphics-cards/50-series/rtx-5070-family/
rx-7800-xt,/รับซื้อ-rx-7800-xt-ขอนแก่น/,รับซื้อ Radeon RX 7800 XT ขอนแก่น 16GB เช็กประกัน พัดลมและหัวไฟ | WINNER IT,รับซื้อ Radeon RX 7800 XT ขอนแก่น,INDEX,https://www.amd.com/en/products/graphics/desktops/radeon/7000-series/amd-radeon-rx-7800-xt.html
